"row ID","ID","DemAffl","DemAge","DemCluster","DemClusterGroup","DemGender","DemReg","DemTVReg","PromClass","PromSpend","PromTime","TargetBuy","TargetAmt"
"Row11578","0029360978",7.0,74.0,"35","D","F","North","Yorkshire","Platinum",42053.35,6.0,1.0,1.0
"Row11579","0029362636",10.0,68.0,"01","A","F","South East","London","Tin",0.009999999999999998,7.0,1.0,1.0
"Row11580","0029362849",7.0,71.0,"42","E","M","South West","S West","Silver",5000.0,6.0,0.0,0.0
"Row11581","0029363861",7.0,60.0,"19","C","F","Scottish","C Scotland","Gold",10000.0,4.0,0.0,0.0
"Row11582","0029366631",,,"16","C","F","North","N West","Tin",0.009999999999999998,5.0,1.0,1.0
"Row11583","0029368138",2.0,75.0,"52","F","F","Midlands","Midlands","Silver",50.0,7.0,0.0,0.0
"Row11584","0029369002",3.0,76.0,"19","C","U","South East","S & S East","Gold",6000.0,5.0,0.0,0.0
"Row11585","0029370345",6.0,63.0,"27","D",,"South East","S & S East","Silver",3000.0,27.0,0.0,0.0
"Row11586","0029371732",6.0,49.0,"06","B","F","South East","S & S East","Silver",50.0,2.0,0.0,0.0
"Row11587","0029372046",7.0,55.0,"01","A","U","North","N West","Gold",6000.0,1.0,0.0,0.0
"Row11588","0029372917",7.0,40.0,"32","D","M","South East","London","Platinum",22384.96,9.0,0.0,0.0
"Row11589","0029374243",13.0,,"48","F","F","South East","London","Silver",3000.01,5.0,1.0,1.0
"Row11590","0029375282",7.0,65.0,"53","F","M","Scottish","N Scot","Silver",1000.0,12.0,0.0,0.0
"Row11591","0029377331",13.0,37.0,"14","B","M","South East","London","Silver",600.0,4.0,0.0,0.0
"Row11592","0029379997",5.0,31.0,"38","E","F","Midlands","Midlands","Tin",0.009999999999999998,5.0,0.0,0.0
"Row11593","0029381436",3.0,54.0,"23","C","F","South West","S West","Silver",2500.01,9.0,0.0,0.0
"Row11594","0029381622",3.0,68.0,"24","C","M","North","N East","Gold",16000.0,5.0,0.0,0.0
"Row11595","0029383374",9.0,52.0,"32","D",,"Scottish","C Scotland","Silver",3000.0,3.0,0.0,0.0
"Row11596","0029383935",5.0,64.0,"42","E","F","South West","S West","Silver",3000.0,9.0,0.0,0.0
"Row11597","0029384966",7.0,67.0,"15","B","F","South West","S West","Silver",4000.0,8.0,0.0,0.0
"Row11598","0029385369",9.0,70.0,"37","E","F",,,"Gold",6000.0,2.0,0.0,0.0
"Row11599","0029385776",8.0,52.0,"25","C","M","Midlands","Midlands","Gold",15288.3,24.0,0.0,0.0
"Row11600","0029386268",7.0,59.0,"22","C","F","North","N East","Tin",0.009999999999999998,8.0,0.0,0.0
"Row11601","0029387000",7.0,43.0,"19","C","F","South East","S & S East","Tin",0.009999999999999998,8.0,0.0,0.0
"Row11602","0029388902",8.0,63.0,"34","D","F","South East","London","Silver",4600.0,2.0,1.0,1.0
"Row11603","0029389909",,68.0,"32","D","M","South East","S & S East","Gold",6053.349999999999,5.0,0.0,0.0
"Row11604","0029391008",7.0,47.0,"12","B","F","South East","London","Tin",0.009999999999999998,5.0,0.0,0.0
"Row11605","0029391296",7.0,34.0,"02","A","F","Midlands","Midlands","Tin",0.009999999999999998,7.0,1.0,2.0
"Row11606","0029391644",10.0,51.0,"24","C","F","Midlands","Midlands","Silver",3000.0,9.0,1.0,1.0
"Row11607","0029393590",11.0,78.0,"10","B","M","South East","London","Gold",12000.0,8.0,0.0,0.0
"Row11608","0029393647",16.0,,"35","D","F","North","Yorkshire","Platinum",26160.999999999996,8.0,1.0,1.0
"Row11609","0029396301",5.0,59.0,"37","E","F","North","N West","Gold",10100.0,9.0,0.0,0.0
"Row11610","0029397758",12.0,56.0,"28","D","U","Midlands","Midlands","Silver",100.0,1.0,0.0,0.0
"Row11611","0029399661",13.0,49.0,"53","F","F","North","Yorkshire","Gold",10802.7,5.0,1.0,2.0
"Row11612","0029401011",12.0,63.0,"08","B","F","Midlands","East","Gold",6000.0,13.0,0.0,0.0
"Row11613","0029403383",6.0,49.0,"27","D","F","South East","London","Tin",0.009999999999999998,8.0,1.0,1.0
"Row11614","0029404975",7.0,41.0,"22","C","F","South East","London","Silver",2000.0,4.0,1.0,1.0
"Row11615","0029405564",17.0,33.0,"31","D","F","South East","London","Gold",5200.0,8.0,1.0,2.0
"Row11616","0029406080",,56.0,"06","B","F","South East","S & S East","Silver",3000.0,1.0,0.0,0.0
"Row11617","0029407001",11.0,38.0,"47","F","F","Midlands","Midlands","Gold",6000.0,1.0,1.0,1.0
"Row11618","0029407249",10.0,43.0,"27","D","F","Midlands","Wales & West","Tin",0.009999999999999998,8.0,0.0,0.0
"Row11619","0029407656",8.0,64.0,"43","E","U","North","N East","Silver",2000.0,14.0,0.0,0.0
"Row11620","0029410614",12.0,44.0,"28","D","F","Midlands","Midlands","Tin",0.009999999999999998,7.0,1.0,1.0
"Row11621","0029411033",5.0,66.0,"53","F","F","South East","London","Silver",420.0,1.0,0.0,0.0
"Row11622","0029411653",9.0,76.0,"27","D","M","South East","London","Silver",360.0,9.0,0.0,0.0
"Row11623","0029419913",6.0,65.0,"04","A","F","South East","London","Silver",3000.0,5.0,0.0,0.0
"Row11624","0029421446",4.0,43.0,"51","F","F","South East","London","Silver",1787.6399999999999,10.0,0.0,0.0
"Row11625","0029422523",3.0,60.0,"08","B","U","Midlands","Wales & West","Gold",10000.01,9.0,0.0,0.0
"Row11626","0029424739",10.0,74.0,"44","E","U","North","Yorkshire","Silver",2000.0,16.0,0.0,0.0
"Row11627","0029425190",11.0,65.0,"22","C","M","South East","London","Silver",4000.0,2.0,0.0,0.0
"Row11628","0029426472",9.0,45.0,"19","C","M",,,"Silver",3000.0,8.0,0.0,0.0
"Row11629","0029427924",5.0,68.0,,,"F","South East","London","Silver",3000.0,8.0,1.0,1.0
"Row11630","0029429293",10.0,55.0,"53","F","M","North","Yorkshire","Silver",3000.0,8.0,0.0,0.0
"Row11631","0029430542",14.0,50.0,"15","B","M","Midlands","Midlands","Tin",0.009999999999999998,8.0,1.0,1.0
"Row11632","0029432081",10.0,30.0,"27","D",,"South East","London","Tin",0.009999999999999998,,0.0,0.0
"Row11633","0029432197",3.0,34.0,,,"F","Midlands","Midlands","Tin",0.009999999999999998,5.0,0.0,0.0
"Row11634","0029435684",7.0,51.0,"52","F","F","South East","London","Gold",6053.349999999999,6.0,1.0,1.0
"Row11635","0029436400",6.0,73.0,"09","B","F","South East","London","Tin",0.009999999999999998,5.0,0.0,0.0
"Row11636","0029440408",14.0,71.0,"13","B","M","South East","London","Silver",2400.0,4.0,0.0,0.0
"Row11637","0029442834",19.0,36.0,"24","C","F","South East","S & S East","Tin",0.009999999999999998,4.0,1.0,2.0
"Row11638","0029443415",7.0,61.0,"53","F","F","Midlands","Midlands","Silver",0.019999999999999997,9.0,0.0,0.0
"Row11639","0029448387",13.0,63.0,"32","D","F","South East","London","Gold",20000.0,4.0,0.0,0.0
"Row11640","0029449049",,44.0,"24","C","M","North","Yorkshire","Silver",4000.0,7.0,0.0,0.0
"Row11641","0029451248",7.0,57.0,"12","B","M","North","Yorkshire","Tin",0.009999999999999998,13.0,0.0,0.0
"Row11642","0029453178",7.0,69.0,"24","C","F","South East","London","Platinum",21467.0,17.0,0.0,0.0
"Row11643","0029453445",10.0,55.0,"31","D","M","Midlands","Midlands","Tin",0.009999999999999998,5.0,0.0,0.0
"Row11644","0029455707",12.0,,"14","B","F","South East","S & S East","Tin",0.009999999999999998,4.0,1.0,1.0
"Row11645","0029456622",8.0,46.0,"38","E","F","Midlands","Wales & West","Tin",0.009999999999999998,9.0,1.0,1.0
"Row11646","0029459117",8.0,65.0,"07","B","F","South East","London","Gold",6500.0,8.0,0.0,0.0
"Row11647","0029462762",6.0,32.0,"53","F","M","Midlands","Wales & West","Tin",0.009999999999999998,5.0,0.0,0.0
"Row11648","0029465184",9.0,31.0,"35","D","F","South East","London","Silver",3500.0,1.0,0.0,0.0
"Row11649","0029465389",7.0,59.0,"30","D","U","South West","S West","Tin",0.009999999999999998,11.0,0.0,0.0
"Row11650","0029467284",10.0,37.0,"14","B",,"South East","London","Tin",0.009999999999999998,7.0,0.0,0.0
"Row11651","0029467810",10.0,61.0,"12","B",,"North","Yorkshire","Gold",6053.339999999999,4.0,0.0,0.0
"Row11652","0029468701",9.0,50.0,"32","D","U","South East","London","Silver",4800.0,4.0,0.0,0.0
"Row11653","0029470986",4.0,74.0,"38","E","F","South East","London","Gold",9000.0,3.0,0.0,0.0
"Row11654","0029471974",8.0,55.0,"19","C","F","South East","London","Tin",0.009999999999999998,14.0,0.0,0.0
"Row11655","0029472636",9.0,44.0,"12","B","M","South East","London","Silver",4650.0,6.0,0.0,0.0
"Row11656","0029475155",9.0,46.0,"14","B","F","North","N West","Tin",0.009999999999999998,11.0,0.0,0.0
"Row11657","0029476046",6.0,64.0,"08","B","M","Midlands","Wales & West","Gold",12000.0,12.0,0.0,0.0
"Row11658","0029479681",12.0,35.0,"14","B","F","South East","London","Tin",0.009999999999999998,5.0,1.0,1.0
"Row11659","0029482666",5.0,48.0,"17","C","M","South East","London","Silver",5000.0,4.0,0.0,0.0
"Row11660","0029484197",8.0,31.0,"31","D","F","South East","S & S East","Silver",5000.0,1.0,1.0,1.0
"Row11661","0029484677",12.0,62.0,"19","C","F","South East","S & S East","Gold",9600.0,8.0,0.0,0.0
"Row11662","0029488893",8.0,50.0,"14","B","M","South East","S & S East","Gold",6053.339999999999,4.0,0.0,0.0
"Row11663","0029490596",2.0,65.0,"28","D","F","North","N West","Gold",6000.0,27.0,0.0,0.0
"Row11664","0029491851",11.0,54.0,"15","B","M","South East","S & S East","Silver",600.0,8.0,0.0,0.0
"Row11665","0029492181",8.0,62.0,"31","D",,"South East","London","Silver",50.269999999999996,7.0,0.0,0.0
"Row11666","0029495652",14.0,40.0,"33","D","F","Midlands","Midlands","Silver",500.0,9.0,0.0,0.0
"Row11667","0029495660",9.0,38.0,"44","E","F","South East","London","Tin",0.009999999999999998,4.0,1.0,1.0
"Row11668","0029500435",10.0,38.0,"08","B","F","South East","London","Silver",3052.66,8.0,1.0,1.0
"Row11669","0029501229",8.0,,"20","C","M","South East","London","Tin",0.009999999999999998,5.0,0.0,0.0
"Row11670","0029502160",3.0,58.0,"02","A","F","South East","London","Gold",16817.73,,1.0,1.0
"Row11671","0029504805",5.0,64.0,,,,"South East","London","Platinum",50000.0,1.0,0.0,0.0
"Row11672","0029505577",6.0,63.0,"14","B","F","North","N West","Gold",15911.91,8.0,0.0,0.0
"Row11673","0029506484",8.0,,"09","B","F","South East","London","Silver",4016.74,8.0,0.0,0.0
"Row11674","0029508533",7.0,66.0,"06","B","F","Midlands","East","Platinum",20579.589999999997,3.0,0.0,0.0
"Row11675","0029509068",16.0,41.0,"08","B","F","South East","S & S East","Silver",100.0,8.0,1.0,1.0
"Row11676","0029510643",6.0,,"52","F","F","North","Yorkshire","Tin",0.009999999999999998,9.0,1.0,1.0
"Row11677","0029511038",3.0,77.0,"35","D","M","Midlands","Midlands","Gold",15000.0,29.0,0.0,0.0
"Row11678","0029512271",11.0,69.0,"41","E","F","North","Yorkshire","Gold",6000.0,2.0,0.0,0.0
"Row11679","0029514754",10.0,58.0,"16","C","F","Midlands","Wales & West","Gold",6000.0,6.0,0.0,0.0
"Row11680","0029515475",4.0,50.0,"27","D","M","South East","London","Gold",15000.0,4.0,0.0,0.0
"Row11681","0029518830",7.0,29.0,"52","F","M","South East","London","Tin",0.009999999999999998,5.0,0.0,0.0
"Row11682","0029520312",9.0,53.0,"32","D","M","North","N East","Gold",6000.0,2.0,0.0,0.0
"Row11683","0029520568",12.0,77.0,"08","B","M","Midlands","East","Gold",6000.0,4.0,1.0,1.0
"Row11684","0029523184",6.0,30.0,"35","D","M","Midlands","East","Silver",300.0,8.0,1.0,1.0
"Row11685","0029524288",9.0,45.0,"32","D","F","North","N East","Tin",0.009999999999999998,5.0,0.0,0.0
"Row11686","0029526477",7.0,67.0,"37","E","M","Midlands","Midlands","Tin",0.009999999999999998,9.0,0.0,0.0
"Row11687","0029527910",11.0,44.0,"13","B","M","Midlands","East","Silver",300.0,9.0,1.0,1.0
"Row11688","0029528127",6.0,51.0,"21","C","F","South East","London","Gold",12053.349999999999,7.0,0.0,0.0
"Row11689","0029528771",10.0,60.0,"32","D","F","Midlands","East","Silver",2000.0,5.0,0.0,0.0
"Row11690","0029532388",12.0,47.0,"47","F","F","North","N East","Gold",6000.0,1.0,0.0,0.0
"Row11691","0029533112",6.0,59.0,"01","A","U","South East","London","Gold",6000.0,5.0,0.0,0.0
"Row11692","0029534445",6.0,36.0,"48","F","F","Midlands","East","Tin",0.009999999999999998,4.0,1.0,1.0
"Row11693","0029535824",7.0,51.0,"27","D","F","Scottish","C Scotland","Silver",1000.0,5.0,0.0,0.0
"Row11694","0029537878",,47.0,"05","B","M","South East","S & S East","Tin",0.009999999999999998,5.0,0.0,0.0
"Row11695","0029539943",8.0,67.0,"37","E",,"South West","S West","Gold",19125.15,11.0,0.0,0.0
"Row11696","0029541808",3.0,55.0,"10","B","M","North","N East","Gold",19000.0,20.0,0.0,0.0
"Row11697","0029542987",6.0,70.0,"32","D","M","Midlands","Midlands","Platinum",42000.0,1.0,0.0,0.0
"Row11698","0029548268",6.0,,"32","D",,,,"Tin",0.009999999999999998,7.0,0.0,0.0
"Row11699","0029550432",13.0,70.0,,,"M","Midlands","Ulster","Gold",6000.0,1.0,1.0,1.0
"Row11700","0029555574",9.0,36.0,"14","B",,"South East","London","Silver",5000.0,1.0,0.0,0.0
"Row11701","0029556945",11.0,66.0,"08","B","M","Midlands","Wales & West","Gold",9000.0,8.0,0.0,0.0
"Row11702","0029559308",10.0,28.0,"41","E","F","North","N West","Tin",0.009999999999999998,9.0,1.0,1.0
"Row11703","0029559537",9.0,53.0,"20","C","F","South East","London","Gold",8000.0,16.0,0.0,0.0
"Row11704","0029560810",9.0,66.0,"37","E","M","Midlands","Midlands","Gold",8315.0,4.0,0.0,0.0
"Row11705","0029561264",7.0,68.0,"08","B","M","South East","London","Silver",4410.0,1.0,0.0,0.0
"Row11706","0029563305",11.0,,"51","F","F","South East","London","Tin",0.009999999999999998,4.0,0.0,0.0
"Row11707","0029568730",6.0,33.0,"47","F","U","North","N West","Tin",0.009999999999999998,4.0,0.0,0.0
"Row11708","0029575656",12.0,72.0,"16","C",,"Midlands","Midlands","Gold",6105.32,7.0,0.0,0.0
"Row11709","0029577373",9.0,64.0,"14","B","M","Midlands","East","Gold",12253.349999999999,9.0,0.0,0.0
"Row11710","0029578183",9.0,59.0,"06","B",,"South East","S & S East","Gold",18106.699999999997,6.0,0.0,0.0
"Row11711","0029584558",9.0,45.0,"17","C","F","Midlands","East","Tin",0.009999999999999998,4.0,0.0,0.0
"Row11712","0029584957",10.0,47.0,"50","F","F","Midlands","Wales & West","Silver",3000.01,8.0,0.0,0.0
"Row11713","0029590116",10.0,42.0,"52","F",,"Midlands","Midlands","Tin",0.009999999999999998,8.0,0.0,0.0
"Row11714","0029590280",6.0,68.0,"02","A",,"North","N East","Platinum",26053.35,7.0,0.0,0.0
"Row11715","0029592097",9.0,68.0,"01","A","F","North","Yorkshire","Gold",12000.0,2.0,0.0,0.0
"Row11716","0029593670",11.0,49.0,"47","F","M","Scottish","N Scot","Tin",0.009999999999999998,,0.0,0.0
"Row11717","0029594111",10.0,,"55","U","F","South East","S & S East","Silver",1000.0,4.0,1.0,1.0
"Row11718","0029595924",5.0,77.0,"40","E","M","South East","London","Silver",4000.0,13.0,0.0,0.0
"Row11719","0029595959",7.0,54.0,"20","C","F","South East","London","Tin",0.009999999999999998,8.0,0.0,0.0
"Row11720","0029596491",4.0,74.0,"31","D","U","South East","London","Silver",4035.5699999999997,6.0,0.0,0.0
"Row11721","0029596807",7.0,64.0,"18","C","M","North","N West","Tin",0.009999999999999998,4.0,0.0,0.0
"Row11722","0029598117",7.0,34.0,"51","F","F","Midlands","Midlands","Silver",2300.0,8.0,1.0,1.0
"Row11723","0029598451",15.0,62.0,"03","A","F","South East","London","Platinum",42160.04,7.0,1.0,1.0
"Row11724","0029599164",16.0,,"12","B","F","South East","London","Silver",3000.0,8.0,0.0,0.0
"Row11725","0029599873",5.0,70.0,"19","C","F","Midlands","East","Silver",5000.0,2.0,0.0,0.0
"Row11726","0029602092",8.0,73.0,"46","F","M","South East","S & S East","Gold",9000.0,3.0,0.0,0.0
"Row11727","0029610605",,54.0,"19","C","F","Midlands","Midlands","Silver",2960.0,27.0,0.0,0.0
"Row11728","0029617189",6.0,44.0,"17","C","F","Midlands","Midlands","Silver",2000.0,1.0,0.0,0.0
"Row11729","0029621224",3.0,55.0,"32","D","M","Midlands","Wales & West","Gold",15000.0,4.0,0.0,0.0
"Row11730","0029623278",14.0,73.0,"35","D","F","Midlands","Midlands","Silver",2000.0,8.0,1.0,1.0
"Row11731","0029632188",5.0,33.0,,,"F","North","N East","Silver",50.0,1.0,0.0,0.0
"Row11732","0029637015",,46.0,"04","A","F","South East","London","Silver",4000.01,8.0,1.0,1.0
"Row11733","0029638054",5.0,48.0,"51","F","M","Scottish","Border","Silver",2546.69,5.0,0.0,0.0
"Row11734","0029638232",13.0,57.0,"32","D","F","North","Yorkshire","Silver",600.0,9.0,1.0,2.0
"Row11735","0029638550",14.0,78.0,"15","B","F","South East","S & S East","Gold",10000.0,11.0,0.0,0.0
"Row11736","0029639387",14.0,67.0,"10","B","F","South East","London","Gold",6000.0,19.0,0.0,0.0
"Row11737","0029639999",7.0,32.0,"27","D","U","South West","S West","Tin",0.009999999999999998,5.0,0.0,0.0
"Row11738","0029640733",9.0,72.0,"15","B","F","North","Yorkshire","Silver",3005.5,26.0,0.0,0.0
"Row11739","0029643066",8.0,57.0,"38","E",,"Midlands","Midlands","Gold",6000.0,2.0,0.0,0.0
"Row11740","0029644348",10.0,,"22","C","F","South East","London","Gold",12000.0,5.0,0.0,0.0
"Row11741","0029644674",10.0,,"25","C","F","South East","London","Silver",3000.0,3.0,0.0,0.0
"Row11742","0029649161",10.0,58.0,"12","B","U","South East","London","Tin",0.009999999999999998,10.0,0.0,0.0
"Row11743","0029650097",11.0,65.0,"29","D",,"Midlands","Wales & West","Silver",500.0,9.0,0.0,0.0
"Row11744","0029650801",5.0,45.0,"52","F","F","Scottish","C Scotland","Gold",10425.89,4.0,0.0,0.0
"Row11745","0029655145",6.0,63.0,,,"F","Scottish","N Scot","Gold",10000.0,1.0,0.0,0.0
"Row11746","0029657334",6.0,56.0,"37","E",,"South East","S & S East","Silver",1000.0,4.0,0.0,0.0
"Row11747","0029660823",7.0,56.0,"27","D","U","North","N East","Gold",6000.0,2.0,0.0,0.0
"Row11748","0029661048",7.0,,"43","E","U","Midlands","East","Silver",2000.0,6.0,0.0,0.0
"Row11749","0029664292",7.0,70.0,,,"M","Scottish","N Scot","Platinum",21070.41,8.0,0.0,0.0
"Row11750","0029665221",13.0,32.0,"27","D","F","South East","London","Tin",0.009999999999999998,5.0,1.0,1.0
"Row11751","0029666651",7.0,67.0,"10","B","F","South East","London","Gold",6053.349999999999,6.0,0.0,0.0
"Row11752","0029667577",4.0,78.0,"14","B","F","South East","London","Gold",6000.0,3.0,1.0,1.0
"Row11753","0029670047",10.0,,"44","E","M","South East","London","Silver",2000.0,4.0,0.0,0.0
"Row11754","0029671787",5.0,48.0,"19","C",,"South East","London","Tin",0.009999999999999998,5.0,0.0,0.0
"Row11755","0029673062",13.0,51.0,"19","C","F","Midlands","Midlands","Silver",1000.0,4.0,1.0,1.0
"Row11756","0029675235",14.0,49.0,"16","C","U","South East","London","Silver",50.0,9.0,0.0,0.0
"Row11757","0029677882",4.0,,"03","A","F","Midlands","Midlands","Gold",6000.0,2.0,0.0,0.0
"Row11758","0029678293",,60.0,"28","D","F","South East","London","Gold",6850.299999999999,10.0,1.0,1.0
"Row11759","0029679559",19.0,54.0,"34","D","F","North","N West","Gold",6000.0,3.0,1.0,2.0
"Row11760","0029682851",6.0,68.0,"53","F",,"North","Yorkshire","Gold",12000.0,5.0,0.0,0.0
"Row11761","0029683203",6.0,73.0,"24","C",,"Midlands","Midlands","Gold",6000.0,1.0,0.0,0.0
"Row11762","0029683408",9.0,54.0,"18","C","M","South East","S & S East","Platinum",30000.0,5.0,0.0,0.0
"Row11763","0029684021",10.0,34.0,"04","A","F","South East","London","Silver",125.0,4.0,1.0,1.0
"Row11764","0029684285",6.0,56.0,"41","E","F","South East","S & S East","Gold",9000.01,5.0,0.0,0.0
"Row11765","0029685974",4.0,67.0,"28","D","M","Midlands","East","Silver",250.0,10.0,1.0,1.0
"Row11766","0029687896",12.0,47.0,"44","E","F","North","Yorkshire","Tin",0.009999999999999998,8.0,0.0,0.0
"Row11767","0029688965",6.0,63.0,"22","C","F","South East","London","Gold",6000.0,8.0,0.0,0.0
"Row11768","0029692814",8.0,40.0,"27","D","F","South East","London","Silver",3000.0,2.0,0.0,0.0
"Row11769","0029693934",12.0,62.0,"49","F","F","Midlands","East","Tin",0.009999999999999998,8.0,0.0,0.0
"Row11770","0029694531",5.0,,"25","C","F","North","N East","Tin",0.009999999999999998,5.0,1.0,1.0
"Row11771","0029694949",7.0,40.0,"45","E","F","North","Yorkshire","Platinum",45500.0,1.0,0.0,0.0
"Row11772","0029697131",8.0,48.0,"28","D","M",,,"Gold",6000.0,1.0,0.0,0.0
"Row11773","0029702739",5.0,48.0,"28","D","F","Midlands","Midlands","Gold",8000.0,6.0,0.0,0.0
"Row11774","0029703018",8.0,51.0,"26","C","F","South East","London","Tin",0.009999999999999998,7.0,1.0,1.0
"Row11775","0029704154",9.0,,"51","F","F","Scottish","C Scotland","Gold",10000.0,27.0,1.0,1.0
"Row11776","0029706335",11.0,40.0,"39","E","M","Scottish","C Scotland","Silver",600.0,4.0,0.0,0.0
"Row11777","0029708753",7.0,46.0,"04","A","M","South East","London","Platinum",25000.0,1.0,0.0,0.0
"Row11778","0029709148",10.0,74.0,"12","B","F","North","N East","Gold",6123.9,3.0,0.0,0.0
"Row11779","0029709369",11.0,77.0,"16","C","F","North","N West","Silver",2000.0,21.0,0.0,0.0
"Row11780","0029713471",5.0,63.0,"49","F","M","South East","London","Gold",11755.49,4.0,0.0,0.0
"Row11781","0029714494",9.0,48.0,"12","B","M","Scottish","C Scotland","Silver",1200.0,10.0,0.0,0.0
"Row11782","0029714710",8.0,54.0,"28","D",,"South East","London","Silver",100.0,11.0,0.0,0.0
"Row11783","0029715202",6.0,58.0,"40","E","M","South East","London","Tin",0.009999999999999998,5.0,0.0,0.0
"Row11784","0029715318",5.0,68.0,"19","C","F","South East","S & S East","Gold",6053.349999999999,21.0,1.0,1.0
"Row11785","0029716764",17.0,,"52","F","F","South East","London","Silver",4552.66,7.0,0.0,0.0
"Row11786","0029718619",9.0,67.0,"05","B","F","Scottish","C Scotland","Gold",6000.0,2.0,0.0,0.0
"Row11787","0029720346",9.0,55.0,"24","C","F","Midlands","Midlands","Gold",12000.0,2.0,0.0,0.0
"Row11788","0029722306",4.0,40.0,"51","F","F","Midlands","East","Silver",500.01,8.0,0.0,0.0
"Row11789","0029722802",5.0,65.0,"14","B",,"South East","S & S East","Gold",12000.0,1.0,0.0,0.0
"Row11790","0029722918",8.0,53.0,"18","C","F","South East","London","Silver",4500.0,16.0,0.0,0.0
"Row11791","0029725097",6.0,50.0,"52","F","M","South East","London","Silver",50.0,7.0,0.0,0.0
"Row11792","0029725925",5.0,,"06","B","F","South East","S & S East","Tin",0.009999999999999998,9.0,0.0,0.0
"Row11793","0029727677",13.0,53.0,"08","B","F","Midlands","Midlands","Silver",5000.0,1.0,1.0,1.0
"Row11794","0029727723",6.0,71.0,"52","F","M","North","N East","Platinum",24132.8,16.0,0.0,0.0
"Row11795","0029732271",14.0,58.0,"10","B",,"South East","London","Gold",6215.7,4.0,0.0,0.0
"Row11796","0029733308",3.0,59.0,"51","F","F","Midlands","Midlands","Gold",10000.0,2.0,0.0,0.0
"Row11797","0029734339",5.0,46.0,"24","C","F","North","Yorkshire","Gold",6000.0,3.0,0.0,0.0
"Row11798","0029736110",8.0,51.0,"12","B","M","North","Yorkshire","Silver",360.0,11.0,0.0,0.0
"Row11799","0029736544",9.0,,"28","D","F","South East","London","Silver",420.0,4.0,1.0,1.0
"Row11800","0029737869",8.0,79.0,"52","F","F","North","Yorkshire","Gold",6000.0,2.0,0.0,0.0
"Row11801","0029739772",10.0,51.0,"25","C","U","South East","London","Silver",5000.0,2.0,0.0,0.0
"Row11802","0029740339",6.0,48.0,"16","C","F","North","N East","Silver",1000.0,9.0,0.0,0.0
"Row11803","0029741327",9.0,69.0,"03","A","F","South East","London","Tin",0.009999999999999998,5.0,0.0,0.0
"Row11804","0029743907",4.0,52.0,"09","B","M","South East","London","Tin",0.009999999999999998,8.0,0.0,0.0
"Row11805","0029745977",9.0,46.0,"34","D","U","North","N West","Tin",0.009999999999999998,5.0,0.0,0.0
"Row11806","0029748402",12.0,57.0,"14","B","F","North","N West","Gold",6000.0,1.0,0.0,0.0
"Row11807","0029751160",7.0,48.0,"24","C","F","South East","S & S East","Silver",50.0,2.0,0.0,0.0
"Row11808","0029751985",13.0,68.0,"32","D","F","North","Yorkshire","Silver",1000.0,8.0,1.0,1.0
"Row11809","0029752418",7.0,28.0,,,"F","North","N West","Silver",2200.0,5.0,1.0,1.0
"Row11810","0029752922",2.0,47.0,"25","C","M","South East","London","Gold",12000.0,6.0,0.0,0.0
"Row11811","0029753457",9.0,62.0,"07","B","F","South East","London","Silver",1000.0,5.0,0.0,0.0
"Row11812","0029753899",10.0,43.0,"38","E","F","Midlands","Midlands","Silver",100.0,1.0,0.0,0.0
"Row11813","0029755794",8.0,50.0,"24","C","M","Midlands","Midlands","Silver",2149.1,1.0,0.0,0.0
"Row11814","0029756499",5.0,54.0,"30","D","M","South East","S & S East","Gold",6000.0,1.0,0.0,0.0
"Row11815","0029758815",9.0,62.0,"27","D","F","South East","London","Gold",6000.0,2.0,0.0,0.0
"Row11816","0029760518",12.0,,"20","C","F","Midlands","Wales & West","Silver",3000.0,8.0,0.0,0.0
"Row11817","0029761980",5.0,34.0,"16","C","F","South East","London","Silver",50.0,10.0,1.0,1.0
"Row11818","0029762529",4.0,41.0,"51","F","F","North","Yorkshire","Silver",1000.0,3.0,0.0,0.0
"Row11819","0029763770",5.0,45.0,"17","C","F","Midlands","Midlands","Tin",0.009999999999999998,5.0,0.0,0.0
"Row11820","0029765331",,74.0,"08","B","M","South East","S & S East","Silver",3000.0,4.0,0.0,0.0
"Row11821","0029766176",,68.0,"18","C",,"South East","S & S East","Silver",3000.01,8.0,0.0,0.0
"Row11822","0029768551",5.0,71.0,"08","B","M","South East","London","Silver",3000.0,1.0,0.0,0.0
"Row11823","0029769183",7.0,64.0,"12","B","M","Midlands","Wales & West","Silver",1000.0,5.0,0.0,0.0
"Row11824","0029769809",12.0,,"33","D","F","North","N West","Silver",1000.0,5.0,1.0,1.0
"Row11825","0029773296",11.0,51.0,"24","C","F","Midlands","Midlands","Gold",7470.0,12.0,0.0,0.0
"Row11826","0029774187",11.0,57.0,"47","F","F","North","N West","Tin",0.009999999999999998,9.0,1.0,1.0
"Row11827","0029775221",12.0,35.0,"53","F","F","South East","London","Tin",0.009999999999999998,8.0,0.0,0.0
"Row11828","0029775671",4.0,67.0,"19","C","F","Midlands","Wales & West","Tin",0.009999999999999998,7.0,0.0,0.0
"Row11829","0029778204",10.0,51.0,"14","B","F","South East","London","Gold",15013.76,0.0,1.0,1.0
"Row11830","0029779774",11.0,54.0,"10","B","F","Midlands","Midlands","Silver",1000.0,6.0,0.0,0.0
"Row11831","0029782317",13.0,53.0,"52","F","U","Midlands","Midlands","Silver",900.0,4.0,0.0,0.0
