"iid","gender","age","imprace","imprelig","exphappy","expnum","dec","attr","sinc","intel","fun","amb","shar","satis_2","length"
325,0,30,2,4,6,,1,5.0,5.0,7.0,5.0,7.0,5.0,6,1
325,0,30,2,4,6,,1,7.0,7.0,7.0,8.0,7.0,5.0,6,1
325,0,30,2,4,6,,1,7.0,5.0,6.0,4.0,5.0,5.0,6,1
326,0,36,5,5,8,,1,7.0,10.0,8.0,10.0,,9.0,7,1
326,0,36,5,5,8,,1,9.0,10.0,9.0,10.0,,7.0,7,1
326,0,36,5,5,8,,1,8.0,10.0,9.0,10.0,7.0,6.0,7,1
326,0,36,5,5,8,,1,7.0,10.0,10.0,6.0,10.0,6.0,7,1
326,0,36,5,5,8,,1,7.0,10.0,9.0,9.0,,9.0,7,1
326,0,36,5,5,8,,1,8.0,10.0,9.0,10.0,9.0,7.0,7,1
326,0,36,5,5,8,,1,7.0,10.0,9.0,8.0,,6.0,7,1
326,0,36,5,5,8,,1,9.0,10.0,8.0,10.0,9.0,5.0,7,1
326,0,36,5,5,8,,1,8.0,10.0,9.0,8.0,8.0,5.0,7,1
327,0,29,2,7,5,,0,5.0,10.0,8.0,8.0,8.0,2.0,5,3
327,0,29,2,7,5,,0,8.0,8.0,8.0,10.0,,10.0,5,3
327,0,29,2,7,5,,0,8.0,8.0,8.0,8.0,8.0,8.0,5,3
327,0,29,2,7,5,,0,8.0,10.0,8.0,8.0,8.0,8.0,5,3
327,0,29,2,7,5,,0,8.0,8.0,8.0,10.0,8.0,5.0,5,3
327,0,29,2,7,5,,0,8.0,10.0,8.0,8.0,8.0,8.0,5,3
327,0,29,2,7,5,,0,8.0,8.0,8.0,8.0,8.0,3.0,5,3
327,0,29,2,7,5,,0,8.0,8.0,8.0,8.0,8.0,8.0,5,3
327,0,29,2,7,5,,0,8.0,3.0,7.0,6.0,7.0,3.0,5,3
328,0,30,1,1,6,,0,6.0,8.0,8.0,10.0,8.0,6.0,3,3
328,0,30,1,1,6,,1,8.0,8.0,8.0,8.0,6.0,8.0,3,3
328,0,30,1,1,6,,0,8.0,6.0,8.0,8.0,8.0,5.0,3,3
328,0,30,1,1,6,,1,8.0,7.0,8.0,8.0,8.0,8.0,3,3
328,0,30,1,1,6,,0,6.0,8.0,8.0,8.0,7.0,8.0,3,3
328,0,30,1,1,6,,0,7.0,9.0,8.0,8.0,7.0,6.0,3,3
328,0,30,1,1,6,,0,5.0,7.0,7.0,5.0,10.0,5.0,3,3
328,0,30,1,1,6,,1,9.0,8.0,8.0,8.0,8.0,4.0,3,3
328,0,30,1,1,6,,1,6.0,6.0,7.0,7.0,7.0,7.0,3,3
329,0,29,1,1,4,,0,6.0,7.0,7.0,5.0,6.0,,7,1
329,0,29,1,1,4,,0,7.0,6.0,8.0,7.0,8.0,,7,1
329,0,29,1,1,4,,0,8.0,6.0,8.0,7.0,8.0,,7,1
329,0,29,1,1,4,,1,6.0,7.0,8.0,6.0,8.0,6.0,7,1
329,0,29,1,1,4,,1,7.0,7.0,9.0,6.0,7.0,6.0,7,1
329,0,29,1,1,4,,0,6.0,8.0,8.0,6.0,7.0,3.0,7,1
329,0,29,1,1,4,,0,3.0,7.0,8.0,6.0,8.0,2.0,7,1
329,0,29,1,1,4,,0,5.0,6.0,7.0,6.0,7.0,,7,1
329,0,29,1,1,4,,0,8.0,3.0,7.0,6.0,,2.0,7,1
330,0,22,3,3,7,,0,3.0,9.0,8.0,4.0,6.0,2.0,6,3
330,0,22,3,3,7,,1,8.0,9.0,9.0,8.0,9.0,7.0,6,3
330,0,22,3,3,7,,0,6.0,8.0,6.0,7.0,6.0,6.0,6,3
330,0,22,3,3,7,,0,6.0,7.0,9.0,6.0,8.0,6.0,6,3
330,0,22,3,3,7,,0,4.0,9.0,8.0,4.0,7.0,4.0,6,3
330,0,22,3,3,7,,0,4.0,8.0,8.0,4.0,6.0,2.0,6,3
330,0,22,3,3,7,,0,4.0,9.0,8.0,6.0,8.0,2.0,6,3
330,0,22,3,3,7,,0,5.0,7.0,6.0,6.0,7.0,5.0,6,3
330,0,22,3,3,7,,1,9.0,8.0,8.0,7.0,8.0,6.0,6,3
331,0,34,1,1,4,,0,4.0,8.0,8.0,5.0,6.0,3.0,,
331,0,34,1,1,4,,1,10.0,8.0,5.0,7.0,5.0,4.0,,
331,0,34,1,1,4,,1,10.0,8.0,7.0,6.0,6.0,7.0,,
331,0,34,1,1,4,,1,7.0,7.0,7.0,5.0,6.0,5.0,,
331,0,34,1,1,4,,0,6.0,7.0,7.0,4.0,6.0,2.0,,
331,0,34,1,1,4,,0,5.0,7.0,7.0,5.0,4.0,5.0,,
331,0,34,1,1,4,,0,4.0,8.0,7.0,4.0,7.0,3.0,,
331,0,34,1,1,4,,1,7.0,7.0,7.0,8.0,6.0,5.0,,
331,0,34,1,1,4,,1,8.0,7.0,7.0,7.0,6.0,5.0,,
332,1,30,1,1,7,,0,7.0,7.0,7.0,7.0,7.0,7.0,8,1
332,1,30,1,1,7,,1,8.0,10.0,9.0,7.0,8.0,8.0,8,1
332,1,30,1,1,7,,1,10.0,10.0,9.0,10.0,10.0,10.0,8,1
332,1,30,1,1,7,,0,5.0,10.0,9.0,10.0,8.0,8.0,8,1
332,1,30,1,1,7,,0,6.0,10.0,9.0,8.0,8.0,8.0,8,1
332,1,30,1,1,7,,1,9.0,10.0,10.0,10.0,9.0,9.0,8,1
332,1,30,1,1,7,,1,10.0,10.0,9.0,10.0,9.0,9.0,8,1
332,1,30,1,1,7,,0,4.0,6.0,8.0,5.0,5.0,5.0,8,1
332,1,30,1,1,7,,0,7.0,7.0,8.0,6.0,6.0,6.0,8,1
332,1,30,1,1,7,,0,4.0,8.0,8.0,6.0,6.0,5.0,8,1
333,1,23,5,3,7,,0,6.0,6.0,7.0,7.0,5.0,4.0,7,1
333,1,23,5,3,7,,1,8.0,8.0,7.0,7.0,7.0,7.0,7,1
333,1,23,5,3,7,,0,7.0,8.0,7.0,7.0,6.0,6.0,7,1
333,1,23,5,3,7,,0,5.0,8.0,7.0,7.0,6.0,6.0,7,1
333,1,23,5,3,7,,0,4.0,7.0,5.0,5.0,6.0,3.0,7,1
333,1,23,5,3,7,,1,7.0,8.0,7.0,8.0,7.0,8.0,7,1
333,1,23,5,3,7,,0,6.0,8.0,7.0,6.0,6.0,7.0,7,1
333,1,23,5,3,7,,0,4.0,6.0,6.0,5.0,6.0,3.0,7,1
333,1,23,5,3,7,,1,9.0,8.0,7.0,9.0,6.0,7.0,7,1
333,1,23,5,3,7,,0,3.0,4.0,3.0,2.0,6.0,5.0,7,1
334,1,29,1,1,5,,0,6.0,7.0,6.0,6.0,6.0,6.0,7,1
334,1,29,1,1,5,,0,8.0,7.0,7.0,6.0,6.0,7.0,7,1
334,1,29,1,1,5,,0,6.0,8.0,6.0,6.0,6.0,6.0,7,1
334,1,29,1,1,5,,0,7.0,8.0,8.0,8.0,7.0,7.0,7,1
334,1,29,1,1,5,,0,6.0,8.0,8.0,8.0,6.0,7.0,7,1
334,1,29,1,1,5,,1,9.0,7.0,7.0,8.0,8.0,6.0,7,1
334,1,29,1,1,5,,1,8.0,8.0,8.0,7.0,6.0,8.0,7,1
334,1,29,1,1,5,,0,6.0,7.0,7.0,5.0,5.0,5.0,7,1
334,1,29,1,1,5,,1,8.0,8.0,8.0,7.0,8.0,7.0,7,1
334,1,29,1,1,5,,0,5.0,8.0,7.0,7.0,5.0,7.0,7,1
335,1,24,1,8,6,,0,5.0,4.0,4.0,2.0,2.0,,7,1
335,1,24,1,8,6,,1,8.0,8.0,8.0,6.0,8.0,5.0,7,1
335,1,24,1,8,6,,1,6.0,7.0,7.0,7.0,,7.0,7,1
335,1,24,1,8,6,,0,4.0,8.0,5.0,7.0,7.0,,7,1
335,1,24,1,8,6,,0,4.0,7.0,6.0,6.0,6.0,3.0,7,1
335,1,24,1,8,6,,1,7.0,6.0,7.0,6.0,5.0,7.0,7,1
335,1,24,1,8,6,,0,5.0,8.0,6.0,6.0,6.0,6.0,7,1
335,1,24,1,8,6,,0,5.0,7.0,5.0,5.0,,5.0,7,1
335,1,24,1,8,6,,1,8.0,8.0,8.0,8.0,6.0,8.0,7,1
335,1,24,1,8,6,,0,3.0,6.0,4.0,3.0,3.0,,7,1
336,1,25,1,5,4,,0,6.0,8.0,8.0,8.0,8.0,1.0,7,1
336,1,25,1,5,4,,0,6.0,5.0,4.0,3.0,4.0,2.0,7,1
336,1,25,1,5,4,,1,7.0,7.0,6.0,8.0,6.0,8.0,7,1
336,1,25,1,5,4,,0,6.0,8.0,8.0,7.0,5.0,6.0,7,1
336,1,25,1,5,4,,0,4.0,8.0,7.0,8.0,7.0,6.0,7,1
336,1,25,1,5,4,,1,8.0,5.0,7.0,7.0,6.0,5.0,7,1
336,1,25,1,5,4,,0,5.0,7.0,7.0,4.0,9.0,2.0,7,1
336,1,25,1,5,4,,0,2.0,2.0,5.0,1.0,7.0,1.0,7,1
336,1,25,1,5,4,,0,6.0,3.0,7.0,6.0,9.0,1.0,7,1
336,1,25,1,5,4,,0,2.0,7.0,7.0,5.0,8.0,2.0,7,1
337,1,28,1,1,5,,1,9.0,9.0,9.0,7.0,7.0,6.0,9,3
337,1,28,1,1,5,,1,10.0,10.0,9.0,7.0,7.0,8.0,9,3
337,1,28,1,1,5,,0,6.0,6.0,7.0,7.0,6.0,5.0,9,3
337,1,28,1,1,5,,1,10.0,9.0,9.0,10.0,8.0,9.0,9,3
337,1,28,1,1,5,,1,7.0,10.0,9.0,7.0,7.0,7.0,9,3
337,1,28,1,1,5,,1,10.0,10.0,10.0,9.0,9.0,8.0,9,3
337,1,28,1,1,5,,1,9.0,6.0,8.0,7.0,7.0,6.0,9,3
337,1,28,1,1,5,,1,7.0,9.0,8.0,6.0,6.0,6.0,9,3
337,1,28,1,1,5,,1,10.0,7.0,8.0,8.0,8.0,6.0,9,3
337,1,28,1,1,5,,0,8.0,9.0,7.0,6.0,6.0,6.0,9,3
338,1,27,1,1,2,,0,6.0,6.0,6.0,5.0,6.0,5.0,6,3
338,1,27,1,1,2,,0,6.0,6.0,7.0,6.0,6.0,5.0,6,3
338,1,27,1,1,2,,0,5.0,6.0,6.0,5.0,6.0,5.0,6,3
338,1,27,1,1,2,,1,5.0,6.0,7.0,7.0,6.0,7.0,6,3
338,1,27,1,1,2,,1,5.0,8.0,8.0,8.0,8.0,8.0,6,3
338,1,27,1,1,2,,1,8.0,8.0,8.0,7.0,8.0,7.0,6,3
338,1,27,1,1,2,,1,8.0,8.0,8.0,8.0,7.0,7.0,6,3
338,1,27,1,1,2,,1,6.0,8.0,7.0,6.0,7.0,6.0,6,3
338,1,27,1,1,2,,1,7.0,7.0,8.0,7.0,9.0,6.0,6,3
338,1,27,1,1,2,,1,6.0,5.0,7.0,5.0,7.0,6.0,6,3
339,1,,,,,,1,8.0,7.0,7.0,8.0,9.0,7.0,6,1
339,1,,,,,,1,9.0,9.0,8.0,6.0,8.0,5.0,6,1
339,1,,,,,,0,8.0,6.0,7.0,9.0,7.0,7.0,6,1
339,1,,,,,,1,8.0,8.0,7.0,9.0,6.0,6.0,6,1
339,1,,,,,,0,4.0,8.0,6.0,5.0,6.0,3.0,6,1
339,1,,,,,,0,9.0,9.0,9.0,9.0,8.0,10.0,6,1
339,1,,,,,,1,7.0,9.0,8.0,8.0,6.0,7.0,6,1
339,1,,,,,,1,6.0,9.0,8.0,6.0,6.0,9.0,6,1
339,1,,,,,,0,6.0,9.0,9.0,8.0,8.0,7.0,6,1
339,1,,,,,,0,4.0,6.0,5.0,3.0,4.0,4.0,6,1
340,1,,,,,,0,5.0,7.0,8.0,5.0,6.0,5.0,6,3
340,1,,,,,,0,7.0,8.0,7.0,4.0,5.0,4.0,6,3
340,1,,,,,,1,9.0,8.0,8.0,10.0,7.0,9.0,6,3
340,1,,,,,,0,6.0,5.0,6.0,8.0,10.0,5.0,6,3
340,1,,,,,,0,4.0,8.0,6.0,5.0,5.0,7.0,6,3
340,1,,,,,,1,8.0,5.0,6.0,9.0,7.0,4.0,6,3
340,1,,,,,,0,8.0,6.0,7.0,7.0,6.0,4.0,6,3
340,1,,,,,,0,5.0,8.0,7.0,4.0,5.0,4.0,6,3
340,1,,,,,,0,7.0,8.0,8.0,8.0,6.0,7.0,6,3
340,1,,,,,,0,5.0,8.0,6.0,5.0,6.0,4.0,6,3
341,0,23,3,10,5,,0,4.0,3.0,6.0,3.0,6.0,1.0,6,3
341,0,23,3,10,5,,0,6.0,4.0,6.0,8.0,8.0,8.0,6,3
341,0,23,3,10,5,,0,4.0,10.0,8.0,8.0,8.0,4.0,6,3
341,0,23,3,10,5,,0,6.0,10.0,8.0,8.0,8.0,4.0,6,3
341,0,23,3,10,5,,0,7.0,7.0,8.0,7.0,10.0,6.0,6,3
341,0,23,3,10,5,,1,8.0,8.0,10.0,8.0,10.0,10.0,6,3
341,0,23,3,10,5,,1,6.0,10.0,10.0,9.0,8.0,7.0,6,3
341,0,23,3,10,5,,1,2.0,8.0,8.0,8.0,7.0,6.0,6,3
341,0,23,3,10,5,,0,,,,,,,6,3
341,0,23,3,10,5,,0,8.0,8.0,8.0,8.0,8.0,5.0,6,3
341,0,23,3,10,5,,1,6.0,5.0,6.0,5.0,6.0,5.0,6,3
341,0,23,3,10,5,,0,,,,,,,6,3
341,0,23,3,10,5,,0,8.0,8.0,8.0,8.0,8.0,8.0,6,3
341,0,23,3,10,5,,0,6.0,10.0,9.0,8.0,8.0,6.0,6,3
341,0,23,3,10,5,,1,10.0,9.0,9.0,8.0,7.0,6.0,6,3
341,0,23,3,10,5,,0,8.0,8.0,10.0,7.0,10.0,6.0,6,3
341,0,23,3,10,5,,0,6.0,6.0,6.0,6.0,6.0,6.0,6,3
341,0,23,3,10,5,,0,8.0,8.0,8.0,8.0,8.0,8.0,6,3
342,0,33,2,1,2,,0,4.0,6.0,10.0,4.0,10.0,,9,1
342,0,33,2,1,2,,1,5.0,4.0,4.0,6.0,4.0,,9,1
342,0,33,2,1,2,,0,4.0,5.0,6.0,4.0,6.0,,9,1
342,0,33,2,1,2,,0,5.0,6.0,7.0,6.0,7.0,0.0,9,1
342,0,33,2,1,2,,0,5.0,6.0,5.0,6.0,5.0,,9,1
342,0,33,2,1,2,,1,6.0,5.0,6.0,4.0,4.0,,9,1
342,0,33,2,1,2,,1,8.0,9.0,8.0,9.0,7.0,,9,1
342,0,33,2,1,2,,1,6.0,6.0,6.0,6.0,6.0,,9,1
342,0,33,2,1,2,,0,4.0,4.0,5.0,6.0,,,9,1
342,0,33,2,1,2,,1,8.0,8.0,9.0,8.0,7.0,8.0,9,1
342,0,33,2,1,2,,1,7.0,7.0,,7.0,8.0,,9,1
342,0,33,2,1,2,,0,6.0,5.0,7.0,6.0,6.0,,9,1
342,0,33,2,1,2,,0,,,,,,,9,1
342,0,33,2,1,2,,0,3.0,5.0,5.0,3.0,,,9,1
342,0,33,2,1,2,,1,10.0,7.0,6.0,5.0,7.0,,9,1
342,0,33,2,1,2,,1,7.0,8.0,10.0,7.0,10.0,,9,1
342,0,33,2,1,2,,0,5.0,6.0,6.0,4.0,5.0,,9,1
342,0,33,2,1,2,,1,7.0,7.0,7.0,5.0,,,9,1
343,0,32,5,6,5,,1,3.0,5.0,5.0,5.0,5.0,5.0,6,1
343,0,32,5,6,5,,1,5.0,5.0,7.0,7.0,7.0,5.0,6,1
343,0,32,5,6,5,,0,7.0,7.0,7.0,6.0,6.0,5.0,6,1
343,0,32,5,6,5,,0,5.0,8.0,7.0,6.0,7.0,5.0,6,1
343,0,32,5,6,5,,0,6.0,6.0,8.0,6.0,,,6,1
343,0,32,5,6,5,,1,9.0,8.0,8.0,7.0,,5.0,6,1
343,0,32,5,6,5,,1,8.0,8.0,8.0,8.0,9.0,9.0,6,1
343,0,32,5,6,5,,1,5.0,6.0,8.0,6.0,,,6,1
343,0,32,5,6,5,,0,5.0,6.0,5.0,7.0,,,6,1
343,0,32,5,6,5,,1,7.0,7.0,7.0,7.0,8.0,6.0,6,1
343,0,32,5,6,5,,0,6.0,6.0,6.0,,,7.0,6,1
343,0,32,5,6,5,,1,8.0,7.0,7.0,6.0,6.0,6.0,6,1
343,0,32,5,6,5,,1,9.0,8.0,7.0,6.0,9.0,,6,1
343,0,32,5,6,5,,1,7.0,8.0,8.0,5.0,,,6,1
343,0,32,5,6,5,,0,,,,,,,6,1
343,0,32,5,6,5,,0,8.0,8.0,8.0,6.0,8.0,5.0,6,1
343,0,32,5,6,5,,0,,,,,,,6,1
343,0,32,5,6,5,,1,7.0,7.0,7.0,8.0,,,6,1
344,0,26,1,3,5,,1,6.0,9.0,9.0,8.0,9.0,7.0,9,3
344,0,26,1,3,5,,0,6.0,6.0,8.0,8.0,8.0,6.0,9,3
344,0,26,1,3,5,,0,5.0,5.0,5.0,5.0,5.0,5.0,9,3
344,0,26,1,3,5,,1,9.0,9.0,9.0,9.0,7.0,7.0,9,3
344,0,26,1,3,5,,0,6.0,6.0,6.0,6.0,6.0,6.0,9,3
344,0,26,1,3,5,,1,8.0,8.0,8.0,8.0,8.0,8.0,9,3
344,0,26,1,3,5,,1,7.0,8.0,7.0,7.0,7.0,7.0,9,3
344,0,26,1,3,5,,0,6.0,7.0,7.0,8.0,6.0,8.0,9,3
344,0,26,1,3,5,,1,6.0,6.0,7.0,9.0,8.0,9.0,9,3
344,0,26,1,3,5,,1,9.0,8.0,8.0,7.0,9.0,9.0,9,3
344,0,26,1,3,5,,1,9.0,8.0,8.0,8.0,8.0,8.0,9,3
344,0,26,1,3,5,,0,,,,,,,9,3
344,0,26,1,3,5,,1,9.0,9.0,9.0,9.0,9.0,9.0,9,3
344,0,26,1,3,5,,0,,,,,,,9,3
344,0,26,1,3,5,,1,8.0,6.0,6.0,6.0,6.0,9.0,9,3
344,0,26,1,3,5,,1,6.0,6.0,9.0,9.0,9.0,8.0,9,3
344,0,26,1,3,5,,1,6.0,7.0,7.0,7.0,6.0,8.0,9,3
344,0,26,1,3,5,,0,5.0,6.0,6.0,6.0,8.0,3.0,9,3
345,0,24,7,6,6,,0,,,,,,,5,3
345,0,24,7,6,6,,0,6.0,10.0,10.0,8.0,8.0,3.0,5,3
345,0,24,7,6,6,,0,4.0,10.0,10.0,6.0,10.0,1.0,5,3
345,0,24,7,6,6,,1,6.0,8.0,8.0,10.0,9.0,6.0,5,3
345,0,24,7,6,6,,1,10.0,9.0,9.0,7.0,9.0,7.0,5,3
345,0,24,7,6,6,,1,9.0,10.0,10.0,6.0,9.0,8.0,5,3
345,0,24,7,6,6,,0,7.0,10.0,9.0,5.0,8.0,4.0,5,3
345,0,24,7,6,6,,1,8.0,10.0,9.0,9.0,7.0,8.0,5,3
345,0,24,7,6,6,,1,7.0,10.0,8.0,10.0,6.0,5.0,5,3
345,0,24,7,6,6,,1,10.0,9.0,10.0,8.0,8.0,5.0,5,3
345,0,24,7,6,6,,0,8.0,10.0,8.0,7.0,7.0,6.0,5,3
345,0,24,7,6,6,,1,8.0,7.0,7.0,7.0,7.0,8.0,5,3
345,0,24,7,6,6,,0,10.0,9.0,8.0,8.0,8.0,6.0,5,3
345,0,24,7,6,6,,0,5.0,10.0,9.0,6.0,10.0,6.0,5,3
345,0,24,7,6,6,,1,10.0,8.0,9.0,9.0,8.0,6.0,5,3
345,0,24,7,6,6,,0,5.0,8.0,9.0,8.0,8.0,8.0,5,3
345,0,24,7,6,6,,0,5.0,10.0,8.0,5.0,10.0,5.0,5,3
345,0,24,7,6,6,,1,8.0,9.0,10.0,6.0,10.0,6.0,5,3
346,0,,,,,,0,4.0,7.0,8.0,5.0,5.0,1.0,6,3
346,0,,,,,,0,7.0,8.0,9.0,7.0,9.0,3.0,6,3
346,0,,,,,,0,5.0,10.0,10.0,6.0,10.0,0.0,6,3
346,0,,,,,,0,6.0,7.0,8.0,8.0,6.0,5.0,6,3
346,0,,,,,,1,8.0,10.0,10.0,10.0,8.0,8.0,6,3
346,0,,,,,,1,7.0,8.0,9.0,9.0,9.0,10.0,6,3
346,0,,,,,,1,9.0,9.0,9.0,8.0,9.0,9.0,6,3
346,0,,,,,,0,8.0,9.0,8.0,7.0,7.0,5.0,6,3
346,0,,,,,,0,7.0,9.0,9.0,10.0,10.0,6.0,6,3
346,0,,,,,,1,9.0,8.0,8.0,9.0,8.0,9.0,6,3
346,0,,,,,,0,7.0,8.0,8.0,8.0,7.0,6.0,6,3
346,0,,,,,,1,7.0,7.0,9.0,9.0,6.0,8.0,6,3
346,0,,,,,,1,9.0,8.0,8.0,7.0,7.0,7.0,6,3
346,0,,,,,,0,6.0,7.0,8.0,6.0,7.0,4.0,6,3
346,0,,,,,,0,8.0,8.0,9.0,7.0,7.0,8.0,6,3
346,0,,,,,,0,,,,,,,6,3
346,0,,,,,,0,6.0,6.0,5.0,4.0,4.0,3.0,6,3
346,0,,,,,,1,9.0,8.0,7.0,9.0,7.0,10.0,6,3
347,0,26,1,1,5,,0,4.0,1.0,5.0,4.0,4.0,5.0,,
347,0,26,1,1,5,,1,7.0,8.0,8.0,7.0,6.0,7.0,,
347,0,26,1,1,5,,1,6.0,10.0,9.0,7.0,6.0,5.0,,
347,0,26,1,1,5,,1,7.0,10.0,9.0,7.0,7.0,5.0,,
347,0,26,1,1,5,,1,9.0,,,,,,,
347,0,26,1,1,5,,1,7.0,9.0,9.0,5.0,7.0,5.0,,
347,0,26,1,1,5,,0,,,,,,,,
347,0,26,1,1,5,,0,,,,,,,,
347,0,26,1,1,5,,1,7.0,10.0,9.0,10.0,9.0,5.0,,
347,0,26,1,1,5,,1,8.0,8.0,8.0,7.0,7.0,8.0,,
347,0,26,1,1,5,,1,8.0,10.0,9.0,9.0,8.0,5.0,,
347,0,26,1,1,5,,1,7.0,9.0,8.0,9.0,7.0,3.0,,
347,0,26,1,1,5,,1,9.0,8.0,8.0,7.0,6.0,5.0,,
347,0,26,1,1,5,,1,5.0,8.0,7.0,5.0,6.0,5.0,,
347,0,26,1,1,5,,0,8.0,4.0,5.0,5.0,5.0,3.0,,
347,0,26,1,1,5,,1,6.0,7.0,7.0,6.0,5.0,5.0,,
347,0,26,1,1,5,,0,8.0,4.0,7.0,5.0,6.0,5.0,,
347,0,26,1,1,5,,0,,,,,,,,
348,0,21,3,3,5,,1,8.0,10.0,10.0,7.0,10.0,6.0,6,1
348,0,21,3,3,5,,1,7.0,6.0,7.0,6.0,7.0,3.0,6,1
348,0,21,3,3,5,,1,9.0,9.0,10.0,8.0,7.0,6.0,6,1
348,0,21,3,3,5,,1,9.0,8.0,9.0,9.0,8.0,7.0,6,1
348,0,21,3,3,5,,1,7.0,10.0,10.0,9.0,10.0,2.0,6,1
348,0,21,3,3,5,,1,9.0,10.0,10.0,8.0,8.0,4.0,6,1
348,0,21,3,3,5,,1,7.0,7.0,8.0,8.0,8.0,7.0,6,1
348,0,21,3,3,5,,1,7.0,8.0,8.0,8.0,8.0,7.0,6,1
348,0,21,3,3,5,,1,8.0,7.0,6.0,10.0,7.0,3.0,6,1
348,0,21,3,3,5,,1,9.0,9.0,10.0,9.0,10.0,6.0,6,1
348,0,21,3,3,5,,1,10.0,9.0,9.0,8.0,8.0,5.0,6,1
348,0,21,3,3,5,,1,9.0,8.0,10.0,8.0,8.0,8.0,6,1
348,0,21,3,3,5,,1,9.0,9.0,9.0,9.0,9.0,8.0,6,1
348,0,21,3,3,5,,1,7.0,10.0,10.0,8.0,8.0,7.0,6,1
348,0,21,3,3,5,,1,9.0,9.0,8.0,8.0,9.0,8.0,6,1
348,0,21,3,3,5,,1,7.0,8.0,10.0,5.0,9.0,6.0,6,1
348,0,21,3,3,5,,1,8.0,8.0,8.0,8.0,8.0,7.0,6,1
348,0,21,3,3,5,,1,8.0,9.0,9.0,8.0,8.0,7.0,6,1
349,0,33,1,7,6,,0,2.0,8.0,5.0,2.0,8.0,,4,3
349,0,33,1,7,6,,1,4.0,7.0,9.0,7.0,8.0,8.0,4,3
349,0,33,1,7,6,,0,4.0,8.0,6.0,3.0,7.0,,4,3
349,0,33,1,7,6,,0,5.0,6.0,8.0,7.0,8.0,6.0,4,3
349,0,33,1,7,6,,1,6.0,5.0,8.0,7.0,8.0,8.0,4,3
349,0,33,1,7,6,,1,6.0,8.0,8.0,8.0,,8.0,4,3
349,0,33,1,7,6,,1,4.0,8.0,7.0,8.0,5.0,8.0,4,3
349,0,33,1,7,6,,1,4.0,8.0,6.0,8.0,7.0,8.0,4,3
349,0,33,1,7,6,,0,,,,,,,4,3
349,0,33,1,7,6,,1,8.0,6.0,7.0,6.0,6.0,6.0,4,3
349,0,33,1,7,6,,1,7.0,8.0,7.0,8.0,7.0,,4,3
349,0,33,1,7,6,,1,7.0,8.0,8.0,7.0,6.0,,4,3
349,0,33,1,7,6,,1,9.0,8.0,8.0,7.0,9.0,,4,3
349,0,33,1,7,6,,0,5.0,9.0,8.0,5.0,7.0,,4,3
349,0,33,1,7,6,,1,9.0,8.0,5.0,10.0,7.0,,4,3
349,0,33,1,7,6,,0,6.0,4.0,9.0,2.0,10.0,,4,3
349,0,33,1,7,6,,0,5.0,7.0,7.0,4.0,5.0,,4,3
349,0,33,1,7,6,,0,6.0,6.0,6.0,6.0,5.0,6.0,4,3
350,0,31,9,5,6,,0,4.0,9.0,9.0,4.0,9.0,6.0,,
350,0,31,9,5,6,,0,5.0,8.0,8.0,6.0,6.0,5.0,,
350,0,31,9,5,6,,0,4.0,8.0,8.0,5.0,5.0,4.0,,
350,0,31,9,5,6,,0,5.0,8.0,6.0,6.0,5.0,7.0,,
350,0,31,9,5,6,,0,7.0,8.0,7.0,9.0,7.0,7.0,,
350,0,31,9,5,6,,1,6.0,9.0,9.0,7.0,7.0,8.0,,
350,0,31,9,5,6,,0,6.0,9.0,9.0,6.0,8.0,9.0,,
350,0,31,9,5,6,,1,6.0,10.0,9.0,8.0,6.0,6.0,,
350,0,31,9,5,6,,0,5.0,1.0,4.0,4.0,5.0,1.0,,
350,0,31,9,5,6,,1,8.0,8.0,8.0,8.0,8.0,7.0,,
350,0,31,9,5,6,,0,8.0,7.0,7.0,7.0,5.0,5.0,,
350,0,31,9,5,6,,0,6.0,6.0,7.0,6.0,6.0,5.0,,
350,0,31,9,5,6,,1,8.0,8.0,7.0,7.0,9.0,7.0,,
350,0,31,9,5,6,,0,4.0,6.0,7.0,4.0,8.0,3.0,,
350,0,31,9,5,6,,0,9.0,6.0,6.0,6.0,5.0,3.0,,
350,0,31,9,5,6,,1,6.0,8.0,8.0,7.0,9.0,6.0,,
350,0,31,9,5,6,,0,5.0,5.0,6.0,4.0,6.0,3.0,,
350,0,31,9,5,6,,0,7.0,7.0,7.0,8.0,7.0,7.0,,
351,0,35,1,3,8,,0,,,,,,,5,3
351,0,35,1,3,8,,1,7.0,7.0,7.0,7.0,7.0,7.0,5,3
351,0,35,1,3,8,,1,7.0,7.0,7.0,7.0,7.0,7.0,5,3
351,0,35,1,3,8,,1,8.0,8.0,8.0,8.0,8.0,8.0,5,3
351,0,35,1,3,8,,1,6.0,6.0,6.0,6.0,7.0,6.0,5,3
351,0,35,1,3,8,,1,8.0,8.0,8.0,8.0,8.0,8.0,5,3
351,0,35,1,3,8,,1,7.0,7.0,7.0,7.0,7.0,8.0,5,3
351,0,35,1,3,8,,0,7.0,7.0,7.0,7.0,7.0,7.0,5,3
351,0,35,1,3,8,,1,7.0,8.0,8.0,7.0,7.0,6.0,5,3
351,0,35,1,3,8,,1,9.0,8.0,8.0,7.0,7.0,9.0,5,3
351,0,35,1,3,8,,0,3.0,3.0,3.0,2.0,3.0,0.0,5,3
351,0,35,1,3,8,,1,7.0,7.0,6.0,7.0,7.0,5.0,5,3
351,0,35,1,3,8,,1,9.0,9.0,9.0,9.0,9.0,9.0,5,3
